
Wed,Jan, 4,10:10:14,2023, 16.0, 39.0, 985.0
Wed,Jan, 4,10:10:16,2023,  7.0, 11.0, 981.0
Wed,Jan, 4,10:10:18,2023, 40.0, 21.0,1004.0
Wed,Jan, 4,10:10:20,2023, 24.0, 29.0,1006.0
Wed,Jan, 4,10:10:22,2023, 23.0, 32.0, 981.0
Wed,Jan, 4,11:08:26,2023,  7.0, 73.0, 986.0
Wed,Jan, 4,11:08:28,2023, 38.0,  0.0, 996.0
Wed,Jan, 4,11:08:30,2023, 23.0, 16.0, 995.0
Wed,Jan, 4,11:08:32,2023, 43.0,  0.0, 994.0
Wed,Jan, 4,11:08:34,2023, 37.0, 12.0,1012.0
Wed,Jan, 4,11:08:36,2023,  8.0, 91.0,1010.0
Wed,Jan, 4,11:08:38,2023, 46.0, 24.0, 984.0
Wed,Jan, 4,11:08:40,2023, 18.0, 23.0,1007.0
Wed,Jan, 4,11:14:05,2023, 36.0,  9.0,1008.0
Wed,Jan, 4,11:14:07,2023, -2.0, 32.0, 979.0
Wed,Jan, 4,11:14:09,2023, 35.0, 72.0,1003.0
Wed,Jan, 4,11:14:11,2023, 46.0, 86.0, 979.0
Wed,Jan, 4,11:14:13,2023, 16.0, 83.0, 975.0
Wed,Jan, 4,11:14:15,2023,  9.0, 29.0,1013.0
Wed,Jan, 4,11:14:17,2023, 32.0, 24.0,1010.0
Wed,Jan, 4,11:14:19,2023, 16.0,  7.0, 993.0
Wed,Jan, 4,11:14:21,2023, 32.0, 85.0, 994.0
Wed,Jan, 4,11:16:44,2023,  9.0, 67.0, 980.0
Wed,Jan, 4,11:16:46,2023, 41.0, 20.0, 984.0
Wed,Jan, 4,11:16:48,2023, 34.0, 24.0, 998.0
Wed,Jan, 4,11:16:50,2023, 33.0, 10.0,1000.0
Wed,Jan, 4,11:18:55,2023, 16.0, 82.0, 992.0
Wed,Jan, 4,11:18:57,2023, 11.0,  2.0, 987.0
Wed,Jan, 4,11:20:59,2023, 38.0, 64.0, 996.0
Wed,Jan, 4,11:21:01,2023, 23.0, 38.0,1011.0
Wed,Jan, 4,11:21:03,2023, 10.0, 60.0, 995.0
Wed,Jan, 4,11:21:05,2023,  8.0, 17.0,1012.0
Wed,Jan, 4,11:21:07,2023, 12.0, 55.0, 975.0
Wed,Jan, 4,11:21:09,2023,  4.0, 98.0,1011.0
Wed,Jan, 4,11:21:11,2023, -9.0, 89.0, 993.0
Wed,Jan, 4,11:21:13,2023, 33.0, 79.0, 996.0
Wed,Jan, 4,11:21:15,2023, 48.0, 42.0,1015.0
Wed,Jan, 4,11:21:17,2023, 26.0, 30.0, 986.0
Wed,Jan, 4,12:49:47,2023, 33.0, 87.0,1001.0
Wed,Jan, 4,12:49:49,2023, 49.0, 61.0,1002.0
